epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7636	0.4908	0.5040	0.7026	0.3651	0.4612
2	0.7051	0.5275	0.4916	0.7243	0.3327	0.4552
3	0.6986	0.5406	0.5360	0.7036	0.3615	0.5100
4	0.6978	0.5314	0.5490	0.7269	0.3327	0.4741
5	0.6994	0.5183	0.5413	0.7172	0.3327	0.5148
6	0.6918	0.5484	0.5406	0.7299	0.3327	0.4677
7	0.6947	0.5288	0.5535	0.7278	0.3327	0.4905
8	0.6951	0.5223	0.5868	0.7442	0.3327	0.4903
9	0.6929	0.5275	0.5951	0.7258	0.3327	0.5054
10	0.6913	0.5366	0.6029	0.7384	0.3327	0.4739
11	0.6902	0.5236	0.5957	0.7197	0.3327	0.4808
12	0.6882	0.5615	0.6114	0.7334	0.3327	0.4753
13	0.6867	0.5471	0.6401	0.7398	0.3327	0.4630
14	0.6877	0.5484	0.6355	0.7239	0.3363	0.5039
15	0.6824	0.5432	0.6328	0.7351	0.3327	0.5082
