epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7187	0.5038	0.5367	0.6933	0.4994	0.5355
2	0.6970	0.5024	0.4999	0.6944	0.5006	0.4683
3	0.6948	0.4804	0.5236	0.6934	0.5006	0.5432
4	0.6924	0.5121	0.5512	0.6952	0.5006	0.5432
5	0.6925	0.5172	0.5496	0.6982	0.5006	0.5428
6	0.6934	0.5238	0.5558	0.6939	0.5006	0.5268
7	0.6916	0.5255	0.5221	0.6974	0.5006	0.5256
8	0.6900	0.5393	0.5645	0.6965	0.5006	0.5394
9	0.6853	0.5472	0.6148	0.7025	0.5006	0.5479
10	0.6879	0.5551	0.6365	0.6991	0.5006	0.5653
11	0.6833	0.5661	0.6413	0.7008	0.5006	0.5584
12	0.6828	0.5640	0.6425	0.7031	0.5006	0.5477
13	0.6836	0.5709	0.5820	0.7080	0.5006	0.5160
14	0.6785	0.5775	0.6667	0.7042	0.5006	0.5380
15	0.6750	0.5847	0.6892	0.7034	0.5006	0.5573
