epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6949	0.5090	0.5645	0.6895	0.5460	0.5688
2	0.6920	0.5191	0.5839	0.6813	0.5660	0.5965
3	0.6872	0.5410	0.5974	0.6754	0.6002	0.6208
4	0.6866	0.5472	0.5980	0.7086	0.4717	0.6100
5	0.6875	0.5583	0.6063	0.6804	0.5248	0.6398
6	0.6842	0.5511	0.5948	0.6988	0.5224	0.5949
7	0.6845	0.5594	0.6285	0.6736	0.5790	0.5977
8	0.6843	0.5583	0.5873	0.6850	0.5366	0.5942
9	0.6887	0.5475	0.6037	0.6817	0.5625	0.5978
10	0.6831	0.5612	0.6207	0.6761	0.5519	0.5942
11	0.6751	0.5738	0.6430	0.6740	0.5660	0.6119
12	0.6718	0.5832	0.6623	0.6823	0.5472	0.6196
13	0.6693	0.5990	0.6691	0.6710	0.5825	0.6147
14	0.6599	0.6116	0.6718	0.6849	0.5601	0.6064
15	0.6564	0.6152	0.6971	0.6697	0.5896	0.6425
