epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6909	0.5291	0.5971	0.6830	0.5708	0.5935
2	0.6820	0.5598	0.6168	0.6696	0.5767	0.6159
3	0.6743	0.5665	0.6847	0.6528	0.6132	0.6884
4	0.6448	0.6228	0.7121	0.6215	0.6415	0.7106
5	0.6406	0.6305	0.7249	0.6272	0.6450	0.7036
6	0.6318	0.6460	0.7261	0.6241	0.6509	0.7074
7	0.6225	0.6531	0.7156	0.6888	0.6038	0.6759
8	0.6189	0.6578	0.7452	0.6329	0.6427	0.6934
9	0.6206	0.6605	0.7529	0.6268	0.6439	0.7014
10	0.6092	0.6696	0.7605	0.6268	0.6509	0.7018
11	0.6076	0.6743	0.7711	0.6417	0.6309	0.6890
12	0.6024	0.6783	0.7779	0.6318	0.6392	0.6942
13	0.5987	0.6790	0.7705	0.6430	0.6533	0.7003
14	0.5942	0.6861	0.7814	0.6411	0.6368	0.6945
15	0.5893	0.6881	0.7911	0.6385	0.6533	0.7034
