epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6900	0.5587	0.6146	0.6822	0.6038	0.6562
2	0.6817	0.5695	0.6294	0.6877	0.5613	0.6120
3	0.6769	0.5799	0.6339	0.6861	0.5377	0.6399
4	0.6777	0.5785	0.6410	0.6937	0.4623	0.6331
5	0.6750	0.5878	0.6101	0.6925	0.5083	0.5848
6	0.6739	0.5972	0.6492	0.6851	0.5731	0.6327
7	0.6731	0.5904	0.6510	0.6870	0.5660	0.6375
8	0.6680	0.5990	0.6605	0.6881	0.5425	0.6169
9	0.6680	0.6087	0.6640	0.6835	0.5932	0.6340
10	0.6668	0.5943	0.6639	0.6882	0.5672	0.6221
11	0.6645	0.6033	0.6649	0.6867	0.5519	0.6051
12	0.6696	0.5943	0.6709	0.6885	0.5708	0.6020
13	0.6618	0.6033	0.6769	0.6831	0.5837	0.6035
14	0.6603	0.6087	0.6795	0.6833	0.5601	0.6017
15	0.6629	0.5997	0.6766	0.6866	0.5389	0.6012
