epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6933	0.5267	0.6035	0.6723	0.6141	0.6636
2	0.6816	0.5716	0.6186	0.6648	0.6035	0.6711
3	0.6811	0.5662	0.6272	0.6606	0.6188	0.6756
4	0.6726	0.5777	0.6413	0.6499	0.6482	0.6925
5	0.6727	0.5804	0.6467	0.6447	0.6388	0.7113
6	0.6710	0.5868	0.6480	0.6505	0.6271	0.6943
7	0.6704	0.5882	0.6563	0.6319	0.6600	0.7156
8	0.6657	0.5953	0.6597	0.6341	0.6506	0.7020
9	0.6620	0.5966	0.6693	0.6544	0.6224	0.6796
10	0.6635	0.6014	0.6656	0.6632	0.6153	0.6599
11	0.6577	0.6024	0.6812	0.6337	0.6341	0.7011
12	0.6490	0.6196	0.6972	0.6479	0.6235	0.6789
13	0.6514	0.6105	0.7090	0.6574	0.6341	0.6716
14	0.6475	0.6172	0.7010	0.6647	0.6035	0.6434
15	0.6366	0.6409	0.7108	0.6291	0.6553	0.7122
