epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6197	0.6419	0.8192	0.5593	0.7106	0.7752
2	0.5463	0.7219	0.8589	0.5481	0.7224	0.7854
3	0.4983	0.7566	0.8779	0.5991	0.7059	0.7833
4	0.4816	0.7592	0.9055	0.5533	0.7188	0.7855
5	0.4508	0.7811	0.9134	0.5613	0.7271	0.7873
6	0.4288	0.7922	0.9279	0.5841	0.7212	0.7775
7	0.4093	0.8087	0.9386	0.5961	0.7165	0.7754
8	0.4077	0.8090	0.9504	0.6141	0.6976	0.7621
9	0.3896	0.8171	0.9593	0.6202	0.7035	0.7610
10	0.3649	0.8329	0.9638	0.6371	0.7106	0.7582
11	0.3634	0.8268	0.9656	0.6554	0.7024	0.7628
12	0.3434	0.8396	0.9699	0.6694	0.7141	0.7583
13	0.3179	0.8537	0.9729	0.7104	0.7094	0.7569
14	0.3216	0.8544	0.9764	0.7126	0.7000	0.7560
15	0.3125	0.8574	0.9819	0.7035	0.7071	0.7553
