epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6941	0.5349	0.6251	0.6423	0.6482	0.7444
2	0.6793	0.5795	0.6477	0.6175	0.7000	0.7568
3	0.6750	0.5795	0.6491	0.6233	0.6929	0.7496
4	0.6723	0.5950	0.6541	0.6273	0.6718	0.7580
5	0.6676	0.6039	0.6652	0.5864	0.7141	0.7517
6	0.6673	0.6071	0.6673	0.5866	0.7059	0.7594
7	0.6626	0.6075	0.6738	0.6133	0.6729	0.7132
8	0.6587	0.6177	0.6700	0.6050	0.6929	0.7180
9	0.6691	0.6039	0.6897	0.6136	0.6953	0.7359
10	0.6656	0.5994	0.6710	0.6020	0.6976	0.7366
11	0.6543	0.6177	0.6937	0.5972	0.6965	0.7495
12	0.6524	0.6274	0.7118	0.6141	0.6729	0.7119
13	0.6522	0.6258	0.7218	0.6018	0.7012	0.7420
14	0.6426	0.6412	0.7248	0.5864	0.6988	0.7376
15	0.6587	0.6035	0.6282	0.6792	0.6047	0.7191
