epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.8130	0.5000	0.5531	0.6970	0.4824	0.5480
2	0.7044	0.5003	0.5820	0.6860	0.5859	0.6241
3	0.6940	0.5277	0.6143	0.6840	0.5671	0.6480
4	0.6935	0.5270	0.6330	0.6759	0.6365	0.6820
5	0.6837	0.5591	0.6601	0.6765	0.5859	0.6632
6	0.6821	0.5639	0.6699	0.6698	0.6153	0.6682
7	0.6779	0.5851	0.6817	0.6665	0.6247	0.6796
8	0.6760	0.5780	0.7108	0.6665	0.6071	0.6680
9	0.6736	0.5696	0.7228	0.6661	0.6247	0.6707
10	0.6689	0.5892	0.7431	0.6648	0.5929	0.6768
11	0.6634	0.5973	0.7612	0.6597	0.6129	0.6744
12	0.6552	0.6159	0.7751	0.6704	0.5776	0.6455
13	0.6558	0.6125	0.7756	0.6527	0.6176	0.6779
14	0.6572	0.6030	0.7858	0.6585	0.5976	0.6650
15	0.6473	0.6230	0.7937	0.6430	0.6388	0.6956
