epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6937	0.5250	0.6004	0.6799	0.6071	0.6710
2	0.6923	0.5334	0.6080	0.6809	0.5600	0.6794
3	0.6846	0.5466	0.6134	0.6613	0.6188	0.6761
4	0.6810	0.5649	0.6137	0.6637	0.6353	0.6851
5	0.6789	0.5736	0.6312	0.6659	0.6188	0.6883
6	0.6741	0.5801	0.6316	0.6769	0.6318	0.6812
7	0.6735	0.5824	0.6446	0.6433	0.6341	0.6954
8	0.6719	0.5929	0.6478	0.6515	0.6435	0.6956
9	0.6670	0.5889	0.6634	0.6386	0.6247	0.7050
10	0.6657	0.5956	0.6727	0.6389	0.6294	0.6892
11	0.6610	0.5943	0.6660	0.6585	0.6224	0.6657
12	0.6590	0.6024	0.6737	0.6394	0.6400	0.7018
13	0.6536	0.6027	0.6822	0.6395	0.6518	0.6995
14	0.6461	0.6226	0.6953	0.6350	0.6271	0.7024
15	0.6422	0.6196	0.7016	0.6357	0.6565	0.7035
