epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7464	0.5138	0.5364	0.6925	0.5235	0.5357
2	0.7002	0.5020	0.5452	0.6885	0.6024	0.5989
3	0.6958	0.5049	0.5525	0.6989	0.3976	0.5974
4	0.6956	0.4959	0.5724	0.6898	0.6353	0.6632
5	0.6954	0.5077	0.5960	0.6967	0.3976	0.6773
6	0.6927	0.5244	0.5987	0.6961	0.4012	0.6944
7	0.6908	0.5337	0.6160	0.7002	0.3976	0.7178
8	0.6867	0.5503	0.6271	0.6991	0.4141	0.7359
9	0.6871	0.5503	0.6308	0.6965	0.4447	0.7100
10	0.6815	0.5645	0.6376	0.7055	0.4059	0.7036
11	0.6801	0.5572	0.6441	0.6793	0.6071	0.7035
12	0.6786	0.5686	0.6568	0.6897	0.5176	0.7149
13	0.6764	0.5657	0.6718	0.6995	0.4459	0.7241
14	0.6744	0.5938	0.6875	0.6953	0.4647	0.7342
15	0.6640	0.5909	0.6991	0.6756	0.6329	0.7431
