epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7935	0.5481	0.6519	0.6681	0.6035	0.6226
2	0.6705	0.5901	0.7113	0.6509	0.6047	0.6958
3	0.6494	0.6258	0.7599	0.6317	0.6294	0.7404
4	0.6321	0.6422	0.7796	0.6176	0.7059	0.7583
5	0.6140	0.6611	0.7988	0.5979	0.6976	0.7683
6	0.6110	0.6627	0.8044	0.5955	0.7224	0.7716
7	0.5991	0.6701	0.8114	0.5926	0.6894	0.7769
8	0.5931	0.6691	0.8170	0.5781	0.7082	0.7783
9	0.5870	0.6960	0.8278	0.5778	0.7271	0.7815
10	0.5827	0.7004	0.8292	0.5712	0.6965	0.7816
11	0.5893	0.6937	0.8374	0.5759	0.7306	0.7839
12	0.5769	0.6923	0.8432	0.5663	0.7306	0.7877
13	0.5681	0.6977	0.8441	0.5718	0.7188	0.7801
14	0.5618	0.7105	0.8538	0.5573	0.7318	0.7926
15	0.5735	0.7031	0.8518	0.5624	0.7294	0.7865
