epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7492	0.4924	0.4997	0.6934	0.5030	0.4793
2	0.6975	0.5021	0.5124	0.6932	0.5006	0.5139
3	0.6962	0.5086	0.5333	0.6937	0.5006	0.5152
4	0.6958	0.5000	0.5246	0.6983	0.5006	0.4990
5	0.6939	0.5107	0.5367	0.6977	0.5006	0.5454
6	0.6953	0.5114	0.5397	0.6948	0.5006	0.5466
7	0.6937	0.5152	0.5528	0.6962	0.5006	0.5611
8	0.6904	0.5331	0.5808	0.6936	0.5018	0.5753
9	0.6874	0.5482	0.5983	0.6951	0.5065	0.5723
10	0.6846	0.5541	0.6243	0.6973	0.5006	0.5654
11	0.6854	0.5479	0.6458	0.7010	0.5006	0.5575
12	0.6824	0.5644	0.6536	0.7030	0.5018	0.5566
13	0.6761	0.5758	0.6689	0.7006	0.5018	0.5697
14	0.6713	0.5840	0.6913	0.7002	0.5065	0.5768
15	0.6699	0.5820	0.7020	0.7198	0.5006	0.5765
