epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6857	0.5556	0.6172	0.6318	0.6400	0.7366
2	0.6816	0.5714	0.6355	0.6342	0.7071	0.7617
3	0.6733	0.5755	0.6423	0.6132	0.7000	0.7653
4	0.6692	0.5929	0.6443	0.6027	0.6776	0.7563
5	0.6693	0.5869	0.6549	0.6486	0.6388	0.7582
6	0.6683	0.5942	0.6620	0.6292	0.6612	0.7626
7	0.6638	0.5986	0.6710	0.5982	0.7118	0.7551
8	0.6613	0.6088	0.6814	0.5930	0.7224	0.7583
9	0.6544	0.6140	0.6661	0.6247	0.6941	0.7300
10	0.6576	0.6080	0.6940	0.6169	0.6871	0.7404
11	0.6452	0.6335	0.6961	0.6018	0.7035	0.7392
12	0.6465	0.6327	0.7101	0.5950	0.7082	0.7442
13	0.6497	0.6209	0.7002	0.6243	0.7024	0.7166
14	0.6460	0.6193	0.7226	0.6022	0.7082	0.7524
15	0.6394	0.6351	0.7347	0.6006	0.7071	0.7400
