epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6948	0.5131	0.6363	0.7168	0.3921	0.4778
2	0.6783	0.5497	0.7266	0.7534	0.3507	0.4959
3	0.6606	0.5851	0.7665	0.7229	0.4173	0.5076
4	0.6407	0.6335	0.7804	0.7192	0.4406	0.5027
5	0.6286	0.6401	0.8175	0.7524	0.4209	0.4996
6	0.6059	0.6767	0.8323	0.7584	0.4388	0.4968
7	0.5981	0.6767	0.8507	0.7303	0.5072	0.5012
8	0.5882	0.6950	0.8662	0.7575	0.4568	0.4858
9	0.5574	0.7199	0.8808	0.7605	0.4820	0.4858
10	0.5420	0.7291	0.8911	0.7654	0.4910	0.4908
11	0.5425	0.7160	0.9066	0.8043	0.4532	0.4809
12	0.5174	0.7369	0.9202	0.7966	0.4676	0.4810
13	0.4675	0.7840	0.9239	0.8411	0.4586	0.4859
14	0.5106	0.7395	0.9340	0.8340	0.4730	0.4906
15	0.4741	0.7880	0.9393	0.8175	0.4982	0.4917
