epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6916	0.5594	0.6526	0.6739	0.6144	0.6414
2	0.6723	0.5781	0.6794	0.6701	0.6167	0.6432
3	0.6698	0.5900	0.7066	0.6721	0.6226	0.6487
4	0.6630	0.6098	0.7238	0.6692	0.6238	0.6358
5	0.6528	0.6177	0.7477	0.6779	0.5920	0.6144
6	0.6561	0.6004	0.7812	0.6767	0.5943	0.6074
7	0.6473	0.6138	0.7930	0.6763	0.5719	0.6101
8	0.6343	0.6361	0.8027	0.6796	0.5825	0.5895
9	0.6230	0.6483	0.8159	0.6761	0.5943	0.5926
10	0.6255	0.6458	0.8282	0.6844	0.5660	0.6055
11	0.6200	0.6415	0.8417	0.6934	0.5142	0.6039
12	0.6006	0.6670	0.8457	0.6947	0.5425	0.5845
13	0.6009	0.6627	0.8537	0.6773	0.5790	0.6104
14	0.5985	0.6728	0.8589	0.6799	0.5837	0.6135
15	0.5771	0.6839	0.8723	0.7018	0.5483	0.5875
