epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6868	0.5459	0.6353	0.6558	0.6294	0.7573
2	0.6779	0.5828	0.6420	0.6275	0.6682	0.7603
3	0.6707	0.5970	0.6574	0.6000	0.7141	0.7586
4	0.6682	0.5889	0.6526	0.6389	0.6329	0.7601
5	0.6638	0.6011	0.6717	0.5971	0.7059	0.7750
6	0.6643	0.6047	0.6772	0.6024	0.7024	0.7422
7	0.6584	0.6112	0.6800	0.6065	0.6659	0.7524
8	0.6588	0.6136	0.6864	0.6095	0.6941	0.7362
9	0.6592	0.6116	0.6896	0.5799	0.7247	0.7603
10	0.6572	0.6128	0.7013	0.5986	0.6953	0.7476
11	0.6492	0.6189	0.7074	0.6012	0.6882	0.7618
12	0.6465	0.6161	0.7260	0.5994	0.6965	0.7488
13	0.6355	0.6392	0.7462	0.6090	0.6847	0.7195
14	0.6340	0.6429	0.7509	0.6014	0.6882	0.7485
15	0.6249	0.6567	0.7528	0.6016	0.6906	0.7488
