epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6914	0.5230	0.6024	0.6660	0.6024	0.6748
2	0.6826	0.5564	0.5860	0.6892	0.5553	0.6006
3	0.6821	0.5628	0.6292	0.6377	0.6435	0.7142
4	0.6765	0.5686	0.6369	0.6474	0.6365	0.7032
5	0.6746	0.5784	0.6418	0.6592	0.6447	0.7083
6	0.6713	0.5838	0.6459	0.6416	0.6341	0.7037
7	0.6731	0.5655	0.6517	0.6488	0.6424	0.6960
8	0.6683	0.6041	0.6537	0.6501	0.6282	0.6842
9	0.6638	0.6027	0.6650	0.6433	0.6424	0.7025
10	0.6612	0.6064	0.6761	0.6390	0.6529	0.7009
11	0.6588	0.6091	0.6759	0.6223	0.6718	0.7233
12	0.6564	0.6095	0.6893	0.6415	0.6353	0.6847
13	0.6540	0.6014	0.6936	0.6353	0.6282	0.6946
14	0.6498	0.6250	0.7067	0.6307	0.6694	0.7030
15	0.6477	0.6328	0.7103	0.6298	0.6588	0.6984
