epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6849	0.5551	0.6518	0.6578	0.6183	0.6585
2	0.6700	0.5848	0.6669	0.6592	0.6195	0.6650
3	0.6569	0.5953	0.6718	0.6633	0.5803	0.6631
4	0.6545	0.6086	0.6974	0.6378	0.6243	0.6761
5	0.6469	0.6201	0.6951	0.6522	0.6052	0.6599
6	0.6370	0.6290	0.7133	0.6384	0.6171	0.6799
7	0.6317	0.6358	0.7219	0.6394	0.6314	0.6761
8	0.6284	0.6385	0.7269	0.6379	0.6219	0.6710
9	0.6272	0.6375	0.7370	0.6375	0.6290	0.6777
10	0.6188	0.6504	0.7490	0.6418	0.6147	0.6690
11	0.6132	0.6555	0.7568	0.6422	0.6195	0.6759
12	0.6034	0.6630	0.7661	0.6550	0.6231	0.6664
13	0.6012	0.6641	0.7613	0.6663	0.5933	0.6441
14	0.5954	0.6770	0.7899	0.6562	0.6231	0.6660
15	0.5903	0.6824	0.7869	0.6533	0.6064	0.6555
