epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6955	0.5104	0.5665	0.6820	0.5802	0.6103
2	0.6909	0.5266	0.5798	0.6776	0.5731	0.6106
3	0.6868	0.5428	0.5971	0.6821	0.5625	0.5960
4	0.6878	0.5457	0.6244	0.6766	0.5861	0.6121
5	0.6819	0.5508	0.6410	0.6528	0.6073	0.6468
6	0.6849	0.5522	0.5868	0.6925	0.5035	0.5969
7	0.6891	0.5338	0.5947	0.6708	0.5767	0.6130
8	0.6803	0.5598	0.6340	0.6614	0.5943	0.6367
9	0.6753	0.5785	0.6532	0.6866	0.5613	0.6299
10	0.6677	0.5918	0.6688	0.6691	0.6002	0.6580
11	0.6657	0.5839	0.6518	0.6741	0.5755	0.6158
12	0.6650	0.5900	0.6774	0.6624	0.6108	0.6412
13	0.6587	0.6076	0.6808	0.6645	0.6132	0.6405
14	0.6526	0.6184	0.7133	0.6556	0.6191	0.6566
15	0.6409	0.6382	0.7180	0.6565	0.6120	0.6601
