epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6945	0.5170	0.6246	0.7225	0.3633	0.5256
2	0.6800	0.5602	0.6560	0.6858	0.5306	0.5123
3	0.6734	0.5654	0.6640	0.6744	0.5647	0.5039
4	0.6652	0.6126	0.7076	0.7836	0.3993	0.4811
5	0.6633	0.6060	0.7266	0.7707	0.3957	0.4729
6	0.6521	0.6296	0.7351	0.7259	0.4586	0.4628
7	0.6381	0.6335	0.7482	0.8126	0.4119	0.4755
8	0.6459	0.6348	0.7683	0.7089	0.5000	0.4696
9	0.6235	0.6571	0.7693	0.7188	0.5198	0.4907
10	0.6208	0.6505	0.7924	0.7734	0.4406	0.4803
11	0.6120	0.6754	0.7989	0.7937	0.4406	0.4767
12	0.5998	0.6885	0.8006	0.8121	0.4299	0.4957
13	0.5738	0.6937	0.8102	0.7724	0.4982	0.4952
14	0.5783	0.6754	0.8401	0.8586	0.4119	0.4810
15	0.5550	0.7199	0.8631	0.8800	0.3993	0.4684
