epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6964	0.5455	0.7434	0.6761	0.5600	0.5990
2	0.6491	0.6126	0.7941	0.6801	0.5803	0.6087
3	0.6162	0.6560	0.8346	0.6907	0.5589	0.5954
4	0.5820	0.6832	0.8566	0.7091	0.5636	0.5907
5	0.5672	0.6980	0.8761	0.7334	0.5565	0.5993
6	0.5252	0.7300	0.8966	0.7395	0.5636	0.5921
7	0.5190	0.7245	0.9122	0.7608	0.5743	0.6006
8	0.4840	0.7603	0.9219	0.7752	0.5600	0.5967
9	0.4733	0.7593	0.9318	0.7896	0.5589	0.5868
10	0.4664	0.7683	0.9389	0.8033	0.5672	0.5988
11	0.4537	0.7693	0.9482	0.8134	0.5731	0.5948
12	0.4336	0.7886	0.9556	0.8277	0.5636	0.5921
13	0.4215	0.7989	0.9610	0.8349	0.5767	0.5934
14	0.3982	0.8147	0.9623	0.8679	0.5612	0.5974
15	0.4055	0.8041	0.9675	0.8874	0.5696	0.5947
