epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6948	0.5524	0.5784	0.6996	0.5377	0.5873
2	0.6804	0.5726	0.6046	0.7113	0.5377	0.6026
3	0.6857	0.5544	0.5334	0.7099	0.5377	0.5330
4	0.6819	0.5608	0.5449	0.7092	0.5377	0.5284
5	0.6788	0.5780	0.5834	0.7092	0.5377	0.5708
6	0.6780	0.5786	0.5123	0.7143	0.5377	0.5111
7	0.6717	0.5918	0.6089	0.7162	0.5377	0.6251
8	0.6764	0.5824	0.5077	0.7124	0.5377	0.5062
9	0.6741	0.5780	0.5167	0.7110	0.5377	0.5184
10	0.6689	0.5962	0.5129	0.7191	0.5377	0.5147
11	0.6713	0.5918	0.5814	0.7194	0.5377	0.5699
12	0.6710	0.5874	0.5341	0.7194	0.5377	0.5290
13	0.6654	0.6049	0.5938	0.7298	0.5377	0.5676
14	0.6618	0.5982	0.6792	0.7221	0.5377	0.6486
15	0.6690	0.6009	0.6306	0.7222	0.5377	0.5875
