epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7087	0.4890	0.6128	0.6926	0.5471	0.5720
2	0.6932	0.5276	0.6627	0.6590	0.6047	0.6612
3	0.6885	0.5532	0.6910	0.6632	0.6259	0.6931
4	0.6767	0.5702	0.7054	0.6530	0.6435	0.6883
5	0.6677	0.5860	0.7248	0.6326	0.6741	0.7060
6	0.6604	0.5938	0.7402	0.6440	0.6612	0.6925
7	0.6562	0.6153	0.7497	0.6511	0.6224	0.6574
8	0.6540	0.6084	0.7604	0.6407	0.6553	0.6944
9	0.6433	0.6181	0.7720	0.6345	0.6447	0.6677
10	0.6309	0.6380	0.7778	0.6286	0.6576	0.6772
11	0.6358	0.6303	0.7943	0.6400	0.6294	0.6762
12	0.6159	0.6550	0.8121	0.6409	0.6282	0.6788
13	0.6246	0.6420	0.8139	0.6263	0.6388	0.6750
14	0.6067	0.6623	0.8166	0.6577	0.6165	0.6819
15	0.6138	0.6554	0.8336	0.6300	0.6529	0.6945
