epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7233	0.5780	0.5345	0.6840	0.6024	0.4975
2	0.6832	0.5746	0.5510	0.6785	0.6024	0.5482
3	0.6788	0.5864	0.6115	0.6775	0.6024	0.5923
4	0.6693	0.5894	0.6777	0.6858	0.6024	0.6635
5	0.6582	0.5941	0.7050	0.6937	0.4800	0.6904
6	0.6379	0.6325	0.6331	0.7131	0.3976	0.6502
7	0.6311	0.6446	0.7377	0.7051	0.4247	0.7112
8	0.6332	0.6564	0.7178	0.7146	0.4000	0.6790
9	0.6303	0.6601	0.7542	0.7166	0.4000	0.7162
10	0.6213	0.6553	0.7565	0.7206	0.3988	0.7224
11	0.6088	0.6698	0.7580	0.7332	0.3988	0.7141
12	0.6033	0.6718	0.7843	0.7141	0.4212	0.7193
13	0.5960	0.6930	0.7770	0.7294	0.4165	0.7040
14	0.5937	0.6836	0.8001	0.7435	0.4000	0.7146
15	0.5846	0.6913	0.8024	0.7228	0.4282	0.7121
