epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6915	0.5267	0.6116	0.6816	0.5400	0.6998
2	0.6845	0.5615	0.6211	0.6526	0.6212	0.6930
3	0.6751	0.5720	0.6335	0.6855	0.5282	0.6940
4	0.6752	0.5696	0.6440	0.6650	0.5753	0.7063
5	0.6746	0.5709	0.6443	0.6516	0.6235	0.7058
6	0.6675	0.5834	0.6557	0.6249	0.6518	0.7189
7	0.6662	0.5909	0.6628	0.6406	0.6271	0.6930
8	0.6635	0.5916	0.6662	0.6186	0.6471	0.7149
9	0.6612	0.6061	0.6702	0.6487	0.6494	0.6932
10	0.6551	0.6196	0.6774	0.6456	0.6329	0.6854
11	0.6551	0.6155	0.6981	0.6364	0.6494	0.7083
12	0.6457	0.6240	0.7004	0.6328	0.6365	0.7033
13	0.6419	0.6226	0.7144	0.6467	0.6165	0.6913
14	0.6451	0.6213	0.7249	0.6482	0.6094	0.6834
15	0.6368	0.6301	0.7435	0.6418	0.6494	0.6851
