epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6530	0.6196	0.7535	0.6194	0.6529	0.7197
2	0.6115	0.6640	0.7701	0.6427	0.6682	0.7340
3	0.6007	0.6741	0.7706	0.6227	0.6576	0.7338
4	0.5876	0.6966	0.7788	0.6246	0.6741	0.7377
5	0.5929	0.6905	0.7853	0.6166	0.6753	0.7398
6	0.5815	0.6902	0.7851	0.6072	0.6635	0.7400
7	0.5803	0.7016	0.7912	0.6142	0.6600	0.7383
8	0.5746	0.7033	0.8017	0.5963	0.6776	0.7482
9	0.5664	0.7046	0.8061	0.6123	0.6565	0.7422
10	0.5711	0.7080	0.8114	0.6035	0.6765	0.7419
11	0.5586	0.7167	0.8220	0.5991	0.6671	0.7396
12	0.5565	0.7167	0.8240	0.6298	0.6635	0.7477
13	0.5503	0.7245	0.8331	0.6156	0.6624	0.7453
14	0.5466	0.7198	0.8391	0.6059	0.6847	0.7525
15	0.5335	0.7295	0.8475	0.6080	0.6612	0.7459
