epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6779	0.5921	0.6494	0.6849	0.6226	0.6502
2	0.6678	0.6157	0.6616	0.6766	0.6285	0.6574
3	0.6573	0.6309	0.6704	0.6761	0.6038	0.6629
4	0.6599	0.6278	0.6714	0.6818	0.5932	0.6509
5	0.6608	0.6231	0.6845	0.6758	0.5837	0.6697
6	0.6549	0.6255	0.6826	0.6838	0.5448	0.6481
7	0.6529	0.6302	0.6856	0.6831	0.5590	0.6514
8	0.6503	0.6278	0.6944	0.6772	0.5743	0.6605
9	0.6525	0.6278	0.6977	0.6724	0.5908	0.6640
10	0.6524	0.6275	0.6949	0.6797	0.6002	0.6627
11	0.6541	0.6282	0.6979	0.6856	0.5613	0.6410
12	0.6417	0.6315	0.6892	0.6897	0.5389	0.5968
13	0.6458	0.6383	0.7063	0.6845	0.5354	0.6216
14	0.6427	0.6430	0.7052	0.6776	0.5601	0.6483
15	0.6351	0.6477	0.7166	0.6766	0.5625	0.6648
