epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7049	0.5014	0.5528	0.6921	0.5482	0.5615
2	0.6959	0.5204	0.5580	0.6929	0.5006	0.5349
3	0.6961	0.5116	0.6110	0.6923	0.4994	0.5591
4	0.6920	0.5388	0.6091	0.6919	0.5054	0.5723
5	0.6927	0.5245	0.6151	0.6834	0.5743	0.6014
6	0.6837	0.5463	0.6274	0.6851	0.5517	0.6031
7	0.6872	0.5548	0.6337	0.6828	0.5565	0.6164
8	0.6828	0.5477	0.6398	0.6911	0.5077	0.6069
9	0.6780	0.5742	0.6450	0.6832	0.5957	0.6154
10	0.6744	0.5769	0.6598	0.6855	0.5672	0.6136
11	0.6670	0.5813	0.6445	0.6808	0.5838	0.6038
12	0.6764	0.5674	0.6495	0.6840	0.5898	0.6083
13	0.6712	0.5933	0.6519	0.6848	0.5672	0.6036
14	0.6688	0.5895	0.6704	0.6819	0.5696	0.6018
15	0.6677	0.5916	0.6749	0.6831	0.5791	0.5951
