epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7045	0.4759	0.5014	0.7468	0.4800	0.4913
2	0.6998	0.4955	0.5128	0.7459	0.4882	0.5057
3	0.7011	0.4941	0.5039	0.7452	0.4965	0.5200
4	0.7003	0.4870	0.5013	0.7448	0.5035	0.5310
5	0.6975	0.4944	0.5167	0.7446	0.5177	0.5366
6	0.6971	0.5029	0.5231	0.7444	0.5142	0.5398
7	0.6978	0.4995	0.5164	0.7444	0.5153	0.5421
8	0.6974	0.5042	0.5174	0.7443	0.5177	0.5440
9	0.6982	0.5008	0.5115	0.7443	0.5177	0.5447
10	0.6979	0.4907	0.5129	0.7443	0.5200	0.5452
11	0.6977	0.5008	0.5132	0.7443	0.5248	0.5453
12	0.6974	0.5008	0.5199	0.7443	0.5224	0.5457
13	0.6971	0.4995	0.5228	0.7443	0.5259	0.5453
14	0.6972	0.5079	0.5213	0.7443	0.5212	0.5453
15	0.6967	0.5039	0.5215	0.7443	0.5236	0.5451
