epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7456	0.5007	0.5325	0.6946	0.5006	0.5090
2	0.6984	0.4864	0.5377	0.6955	0.5006	0.5192
3	0.6954	0.5071	0.5481	0.6953	0.5006	0.5252
4	0.6925	0.5283	0.5657	0.6969	0.5006	0.5476
5	0.6919	0.5248	0.5897	0.6990	0.5006	0.5490
6	0.6902	0.5259	0.5965	0.7011	0.5006	0.5467
7	0.6813	0.5633	0.6319	0.7146	0.5006	0.5540
8	0.6842	0.5541	0.6628	0.7110	0.5006	0.5719
9	0.6787	0.5647	0.6768	0.7139	0.5006	0.5671
10	0.6718	0.5830	0.7003	0.7162	0.5006	0.5829
11	0.6694	0.5834	0.7212	0.7070	0.5006	0.5913
12	0.6618	0.6127	0.7412	0.7050	0.5042	0.5769
13	0.6473	0.6324	0.7298	0.7173	0.5018	0.5804
14	0.6474	0.6270	0.7677	0.7255	0.4982	0.5820
15	0.6214	0.6511	0.7906	0.7489	0.4994	0.5783
