epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7119	0.5256	0.5481	0.6905	0.5377	0.5716
2	0.6928	0.5137	0.5529	0.6905	0.5377	0.5733
3	0.6899	0.5410	0.5711	0.6923	0.5377	0.5981
4	0.6923	0.5299	0.5307	0.6919	0.5377	0.5304
5	0.6896	0.5479	0.5154	0.6921	0.5377	0.5356
6	0.6858	0.5562	0.5144	0.6939	0.5377	0.5345
7	0.6856	0.5511	0.5208	0.6933	0.5377	0.5343
8	0.6841	0.5688	0.5530	0.6961	0.5377	0.5504
9	0.6895	0.5540	0.5578	0.6921	0.5377	0.5643
10	0.6889	0.5446	0.5069	0.6920	0.5377	0.5031
11	0.6884	0.5371	0.5102	0.6943	0.5377	0.5016
12	0.6904	0.5410	0.5081	0.6918	0.5377	0.5211
13	0.6843	0.5612	0.5148	0.6969	0.5377	0.5005
14	0.6851	0.5533	0.5305	0.6942	0.5377	0.5293
15	0.6836	0.5598	0.5501	0.6970	0.5377	0.5289
