epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6962	0.5105	0.5694	0.7069	0.3363	0.5158
2	0.6877	0.5327	0.6027	0.6918	0.5270	0.5265
3	0.6919	0.5275	0.6107	0.6848	0.6277	0.5318
4	0.6931	0.5340	0.6122	0.7064	0.3687	0.5313
5	0.6932	0.5510	0.6449	0.7474	0.3363	0.4853
6	0.6812	0.5641	0.6635	0.7448	0.3345	0.4917
7	0.6830	0.5471	0.6743	0.6908	0.5324	0.5022
8	0.6883	0.5550	0.6872	0.7157	0.3561	0.5141
9	0.6737	0.5838	0.6953	0.7012	0.4191	0.5247
10	0.6686	0.5720	0.6963	0.7036	0.4227	0.5152
11	0.6659	0.5955	0.7005	0.7377	0.3867	0.5055
12	0.6763	0.5759	0.7136	0.7121	0.4083	0.5235
13	0.6651	0.5838	0.7168	0.7059	0.4568	0.5115
14	0.6718	0.5772	0.7126	0.7524	0.3381	0.5095
15	0.6739	0.5733	0.7234	0.7154	0.3741	0.4995
