epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7193	0.5118	0.4771	0.7113	0.3327	0.4896
2	0.7010	0.5052	0.5111	0.7145	0.3327	0.4845
3	0.6965	0.5157	0.5279	0.7148	0.3327	0.4950
4	0.6930	0.5157	0.5228	0.7293	0.3327	0.5048
5	0.6924	0.5301	0.5287	0.7287	0.3327	0.5078
6	0.6926	0.5209	0.5405	0.7356	0.3327	0.4807
7	0.6898	0.5432	0.5360	0.7363	0.3327	0.5150
8	0.6940	0.5144	0.5406	0.7310	0.3327	0.5114
9	0.6885	0.5406	0.5453	0.7334	0.3327	0.5048
10	0.6895	0.5419	0.5292	0.7315	0.3327	0.5048
11	0.6885	0.5537	0.5729	0.7302	0.3327	0.5048
12	0.6856	0.5576	0.5534	0.7426	0.3327	0.5409
13	0.6924	0.5288	0.5432	0.7349	0.3327	0.4853
14	0.6933	0.5380	0.5064	0.7426	0.3327	0.4976
15	0.6921	0.5236	0.5048	0.7353	0.3327	0.5085
