epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7065	0.5017	0.5333	0.6949	0.4835	0.5372
2	0.6969	0.5007	0.5437	0.6923	0.5153	0.5394
3	0.6949	0.5041	0.5405	0.6914	0.5200	0.5439
4	0.6967	0.5057	0.5489	0.6982	0.4800	0.5308
5	0.6922	0.5193	0.5635	0.6913	0.5200	0.5773
6	0.6928	0.5250	0.5635	0.6923	0.5118	0.5536
7	0.6930	0.5253	0.5741	0.6921	0.5235	0.5428
8	0.6924	0.5287	0.5818	0.6928	0.5200	0.5180
9	0.6902	0.5297	0.5845	0.6918	0.5188	0.5497
10	0.6906	0.5280	0.5743	0.6914	0.5200	0.5753
11	0.6879	0.5236	0.5981	0.6951	0.4800	0.6078
12	0.6910	0.5277	0.5896	0.6919	0.5200	0.5984
13	0.6859	0.5446	0.6117	0.6908	0.5224	0.5756
14	0.6878	0.5449	0.6275	0.6909	0.5188	0.5757
15	0.6865	0.5419	0.6284	0.6942	0.5200	0.5775
