epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7024	0.5013	0.6458	0.6973	0.4281	0.5234
2	0.6877	0.5432	0.7043	0.7526	0.3363	0.5048
3	0.6739	0.5798	0.7132	0.6958	0.4640	0.4919
4	0.6768	0.5602	0.6982	0.7151	0.4155	0.5097
5	0.6673	0.5720	0.7524	0.6853	0.5486	0.4902
6	0.6686	0.5916	0.7880	0.7179	0.4388	0.4950
7	0.6476	0.6217	0.8065	0.7010	0.4982	0.4865
8	0.6410	0.6348	0.8250	0.7166	0.4748	0.5004
9	0.6388	0.6191	0.8291	0.7342	0.4820	0.4965
10	0.6397	0.6270	0.8412	0.7271	0.4784	0.5139
11	0.6042	0.6571	0.8526	0.7194	0.5288	0.5094
12	0.5891	0.6767	0.8661	0.7173	0.5396	0.4991
13	0.6007	0.6675	0.8779	0.7534	0.5126	0.5026
14	0.5687	0.6767	0.8817	0.8301	0.4550	0.5042
15	0.5958	0.6649	0.8905	0.8361	0.4317	0.4937
