epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.8014	0.5000	0.4999	0.7148	0.5200	0.4663
2	0.7608	0.5000	0.4905	0.7188	0.5200	0.4903
3	0.7387	0.5034	0.5006	0.7211	0.5247	0.5022
4	0.7338	0.5014	0.4877	0.7222	0.5224	0.5089
5	0.7275	0.5024	0.5039	0.7226	0.5247	0.5123
6	0.7276	0.5047	0.4999	0.7229	0.5282	0.5145
7	0.7234	0.5098	0.5077	0.7230	0.5271	0.5157
8	0.7271	0.5034	0.4988	0.7232	0.5282	0.5164
9	0.7256	0.5003	0.4988	0.7232	0.5282	0.5169
10	0.7299	0.4912	0.4885	0.7232	0.5282	0.5167
11	0.7235	0.5081	0.5000	0.7232	0.5294	0.5171
12	0.7228	0.5057	0.5162	0.7232	0.5282	0.5173
13	0.7214	0.5095	0.5217	0.7232	0.5282	0.5176
14	0.7263	0.5088	0.4947	0.7232	0.5282	0.5177
15	0.7241	0.5034	0.5076	0.7232	0.5282	0.5175
