epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6960	0.4951	0.6278	0.7111	0.3399	0.5239
2	0.6928	0.4963	0.6416	0.6862	0.5576	0.5484
3	0.6845	0.5776	0.6100	0.6498	0.6457	0.5244
4	0.6815	0.5764	0.6741	0.6676	0.5791	0.5434
5	0.6694	0.5813	0.6672	0.7277	0.4496	0.4863
6	0.6521	0.6281	0.7218	0.7066	0.5342	0.5303
7	0.6564	0.6170	0.7270	0.7366	0.4550	0.5013
8	0.6355	0.6416	0.7402	0.6783	0.5683	0.5177
9	0.6274	0.6219	0.7452	0.7338	0.5054	0.5450
10	0.6188	0.6490	0.7814	0.7719	0.4586	0.5023
11	0.6127	0.6515	0.7974	0.7612	0.4802	0.5132
12	0.6135	0.6330	0.8158	0.7169	0.4964	0.5080
13	0.5793	0.6897	0.8087	0.8037	0.4712	0.4843
14	0.5812	0.6835	0.8432	0.7487	0.4694	0.5018
15	0.5671	0.6761	0.8408	0.8204	0.4928	0.4976
