epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7047	0.4851	0.5457	0.6925	0.5212	0.5037
2	0.7000	0.4980	0.5472	0.6931	0.5035	0.5423
3	0.6983	0.5118	0.5445	0.6908	0.5200	0.5986
4	0.6946	0.5115	0.5517	0.6975	0.4800	0.5198
5	0.6955	0.5111	0.5691	0.6921	0.5247	0.5543
6	0.6945	0.5274	0.5732	0.6916	0.5200	0.5672
7	0.6933	0.5166	0.5503	0.6928	0.5365	0.5490
8	0.6913	0.5318	0.5962	0.6916	0.5212	0.5456
9	0.6885	0.5409	0.5965	0.6918	0.5200	0.5343
10	0.6906	0.5253	0.5923	0.6918	0.5212	0.5236
11	0.6866	0.5432	0.6093	0.6906	0.5224	0.5698
12	0.6886	0.5456	0.6323	0.6928	0.5200	0.6158
13	0.6820	0.5547	0.6201	0.6946	0.5200	0.5754
14	0.6852	0.5622	0.6186	0.6925	0.5200	0.6036
15	0.6843	0.5520	0.6258	0.6929	0.5200	0.5740
