epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7061	0.4901	0.6546	0.6805	0.5899	0.5122
2	0.6762	0.5739	0.7510	0.6820	0.5755	0.4984
3	0.6582	0.6207	0.7986	0.7326	0.4047	0.5081
4	0.6392	0.6404	0.8302	0.6864	0.5432	0.5002
5	0.6163	0.6490	0.8451	0.6980	0.5288	0.5098
6	0.6020	0.6675	0.8629	0.7156	0.5018	0.4979
7	0.5668	0.6958	0.8716	0.7832	0.4353	0.5031
8	0.5530	0.7081	0.8858	0.7219	0.5342	0.5023
9	0.5492	0.7044	0.8875	0.8629	0.4065	0.5087
10	0.5305	0.7377	0.9076	0.7536	0.5000	0.5044
11	0.5114	0.7488	0.9120	0.7058	0.5989	0.5134
12	0.4978	0.7414	0.9177	0.8154	0.4658	0.5059
13	0.4874	0.7562	0.9295	0.7974	0.4946	0.5103
14	0.4632	0.7845	0.9378	0.8114	0.4820	0.5083
15	0.4730	0.7734	0.9457	0.7866	0.5180	0.5139
