epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7022	0.5130	0.5186	0.6914	0.5447	0.4959
2	0.6960	0.5166	0.5295	0.6921	0.5718	0.5131
3	0.6967	0.5130	0.5328	0.6872	0.6024	0.5284
4	0.6917	0.5260	0.5547	0.6859	0.6024	0.5110
5	0.6936	0.5211	0.5865	0.6864	0.6047	0.5744
6	0.6910	0.5252	0.5905	0.6769	0.6024	0.5868
7	0.6858	0.5410	0.5995	0.6784	0.6024	0.5878
8	0.6866	0.5524	0.6135	0.6802	0.6012	0.5810
9	0.6837	0.5540	0.5971	0.6773	0.6024	0.5457
10	0.6840	0.5479	0.6359	0.6780	0.6024	0.6131
11	0.6785	0.5593	0.6241	0.6683	0.6024	0.6050
12	0.6808	0.5633	0.6242	0.6776	0.6024	0.5945
13	0.6802	0.5649	0.6291	0.6742	0.6024	0.6105
14	0.6766	0.5698	0.6618	0.6749	0.6059	0.6200
15	0.6798	0.5771	0.6399	0.6702	0.6024	0.6278
