epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6869	0.5396	0.6364	0.6709	0.5838	0.6354
2	0.6746	0.5720	0.6560	0.6640	0.5731	0.6401
3	0.6602	0.5975	0.6704	0.6582	0.5945	0.6243
4	0.6518	0.6033	0.6842	0.6605	0.6064	0.6337
5	0.6446	0.6181	0.6977	0.6444	0.5969	0.6481
6	0.6413	0.6250	0.7006	0.6430	0.6100	0.6478
7	0.6367	0.6278	0.7134	0.6505	0.6029	0.6477
8	0.6272	0.6377	0.7257	0.6572	0.6040	0.6338
9	0.6282	0.6446	0.7286	0.6623	0.5672	0.6354
10	0.6255	0.6374	0.7566	0.6540	0.5898	0.6307
11	0.6132	0.6687	0.7623	0.6675	0.5945	0.6140
12	0.6106	0.6612	0.7721	0.6580	0.5898	0.6257
13	0.6013	0.6708	0.7741	0.6699	0.6017	0.6331
14	0.5988	0.6736	0.7909	0.6814	0.6005	0.6200
15	0.5867	0.6808	0.7837	0.6901	0.5815	0.6171
