epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6980	0.4963	0.6309	0.6903	0.5450	0.5519
2	0.6850	0.5567	0.6528	0.7159	0.4388	0.5369
3	0.6782	0.5702	0.6821	0.7262	0.4011	0.5065
4	0.6748	0.6010	0.6953	0.6934	0.5558	0.5116
5	0.6648	0.6047	0.7196	0.7020	0.5342	0.4993
6	0.6562	0.6071	0.7255	0.7105	0.5288	0.5099
7	0.6452	0.6219	0.7476	0.7231	0.4910	0.4999
8	0.6207	0.6601	0.7495	0.7816	0.4281	0.4573
9	0.6164	0.6613	0.7831	0.8055	0.4910	0.5094
10	0.6082	0.6613	0.8025	0.7934	0.5018	0.4925
11	0.6067	0.6589	0.8208	0.7937	0.4784	0.4820
12	0.5838	0.6700	0.8160	0.8239	0.4406	0.4588
13	0.5823	0.6909	0.8441	0.7842	0.4676	0.5025
14	0.5712	0.7020	0.8557	0.8001	0.4856	0.4990
15	0.5573	0.6810	0.8680	0.8576	0.4712	0.5013
