epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7087	0.4988	0.5327	0.6892	0.6024	0.5479
2	0.6941	0.5223	0.4888	0.6892	0.6024	0.5225
3	0.6947	0.5032	0.4733	0.6895	0.6024	0.5082
4	0.6938	0.5110	0.4965	0.6959	0.3976	0.4982
5	0.6943	0.4988	0.5370	0.6884	0.6024	0.5691
6	0.6929	0.5134	0.5511	0.6882	0.6024	0.5616
7	0.6919	0.5239	0.5744	0.6828	0.6024	0.6524
8	0.6931	0.5146	0.5735	0.6862	0.6024	0.6241
9	0.6924	0.5158	0.5847	0.6845	0.6024	0.6523
10	0.6911	0.5353	0.5049	0.6794	0.6024	0.5151
11	0.6880	0.5471	0.5650	0.6788	0.6024	0.5999
12	0.6899	0.5438	0.5289	0.6772	0.6024	0.5445
13	0.6855	0.5560	0.5972	0.6763	0.6024	0.6526
14	0.6866	0.5483	0.5451	0.6778	0.6024	0.5856
15	0.6856	0.5597	0.6125	0.6752	0.6024	0.6886
