epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7137	0.5327	0.5329	0.8486	0.3327	0.5595
2	0.7167	0.5314	0.5178	0.8477	0.3327	0.5596
3	0.7169	0.5314	0.4956	0.8473	0.3327	0.5595
4	0.7150	0.5275	0.5132	0.8469	0.3327	0.5601
5	0.7151	0.5314	0.5064	0.8465	0.3327	0.5596
6	0.7108	0.5366	0.5269	0.8464	0.3327	0.5598
7	0.7143	0.5340	0.5055	0.8461	0.3327	0.5605
8	0.7119	0.5380	0.5184	0.8459	0.3327	0.5605
9	0.7128	0.5327	0.5138	0.8458	0.3327	0.5601
10	0.7089	0.5288	0.5346	0.8458	0.3327	0.5600
11	0.7106	0.5301	0.5192	0.8457	0.3327	0.5602
12	0.7147	0.5301	0.4988	0.8457	0.3327	0.5607
13	0.7055	0.5327	0.5572	0.8456	0.3327	0.5614
14	0.7071	0.5327	0.5562	0.8456	0.3327	0.5603
15	0.7128	0.5340	0.5108	0.8456	0.3327	0.5606
