epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6939	0.5196	0.7084	0.7201	0.3867	0.4698
2	0.6640	0.5890	0.7722	0.7404	0.3903	0.4720
3	0.6357	0.6427	0.8039	0.7739	0.3831	0.4722
4	0.6114	0.6832	0.8353	0.8171	0.3705	0.4705
5	0.5928	0.6924	0.8603	0.8077	0.4155	0.4823
6	0.5634	0.7042	0.8750	0.8130	0.4371	0.4866
7	0.5215	0.7421	0.8935	0.8050	0.4712	0.4898
8	0.5162	0.7356	0.9054	0.7858	0.5324	0.4947
9	0.4826	0.7762	0.9149	0.8487	0.4820	0.4959
10	0.4638	0.7997	0.9258	0.8744	0.4784	0.4929
11	0.4382	0.8037	0.9357	0.8674	0.5036	0.4960
12	0.4234	0.8102	0.9453	0.9129	0.4946	0.4979
13	0.4255	0.7945	0.9520	0.8804	0.5234	0.5044
14	0.4146	0.8063	0.9578	0.9624	0.4874	0.5057
15	0.3926	0.8154	0.9614	1.0002	0.4766	0.5052
