epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6941	0.4840	0.6104	0.6957	0.4820	0.4646
2	0.6926	0.5431	0.6194	0.6828	0.6043	0.4714
3	0.6900	0.5443	0.6172	0.6792	0.6079	0.4914
4	0.6793	0.5776	0.6542	0.6920	0.5486	0.4994
5	0.6688	0.5973	0.6555	0.7401	0.5126	0.4770
6	0.6663	0.5924	0.6777	0.7238	0.5468	0.5103
7	0.6557	0.6244	0.7183	0.6882	0.5594	0.5254
8	0.6514	0.6096	0.7005	0.7571	0.3993	0.4703
9	0.6421	0.6256	0.7661	0.6933	0.5504	0.5037
10	0.6098	0.6687	0.7779	0.7597	0.5072	0.5022
11	0.6257	0.6441	0.7842	0.7773	0.4982	0.5230
12	0.6055	0.6515	0.7985	0.7733	0.4604	0.5030
13	0.5965	0.6761	0.8150	0.7200	0.5647	0.5203
14	0.5986	0.6626	0.8312	0.7731	0.4802	0.5221
15	0.5691	0.6847	0.8145	0.8050	0.5342	0.5030
