epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6903	0.5340	0.6477	0.6906	0.5450	0.4712
2	0.6819	0.5890	0.6688	0.7465	0.3543	0.4163
3	0.6722	0.5812	0.6848	0.7875	0.3867	0.4122
4	0.6644	0.6021	0.7073	0.7219	0.5000	0.4556
5	0.6515	0.6243	0.7175	0.7301	0.4388	0.4633
6	0.6395	0.6178	0.7291	0.8845	0.3849	0.4496
7	0.6317	0.6401	0.7287	0.7873	0.4478	0.4717
8	0.6394	0.6322	0.7509	0.7598	0.4478	0.4481
9	0.6208	0.6518	0.7633	0.8869	0.3597	0.4316
10	0.6271	0.6558	0.7810	0.8227	0.4496	0.4574
11	0.6121	0.6675	0.7914	0.8447	0.4191	0.4444
12	0.5992	0.6531	0.7956	0.8302	0.3903	0.4504
13	0.5812	0.6911	0.8180	0.8848	0.4191	0.4617
14	0.5597	0.7081	0.8235	0.8173	0.4478	0.4865
15	0.5757	0.6950	0.8328	0.7715	0.4928	0.4767
