epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6772	0.6002	0.6861	0.6659	0.6285	0.6607
2	0.6631	0.6221	0.7188	0.6753	0.5613	0.6559
3	0.6498	0.6187	0.7153	0.6542	0.6344	0.6709
4	0.6467	0.6335	0.7634	0.6726	0.5566	0.6532
5	0.6396	0.6332	0.7866	0.6659	0.5814	0.6531
6	0.6270	0.6531	0.7793	0.6551	0.5955	0.6732
7	0.6250	0.6558	0.8119	0.6624	0.6061	0.6475
8	0.6189	0.6538	0.8218	0.6580	0.5967	0.6533
9	0.6011	0.6679	0.8370	0.6606	0.6167	0.6521
10	0.5885	0.6814	0.8432	0.6546	0.6026	0.6551
11	0.5878	0.6787	0.8480	0.6597	0.6179	0.6609
12	0.5793	0.6884	0.8625	0.6636	0.5967	0.6465
13	0.5773	0.6982	0.8698	0.6697	0.6073	0.6451
14	0.5654	0.7009	0.8739	0.6630	0.6120	0.6466
15	0.5604	0.6945	0.8846	0.6884	0.5943	0.6193
