epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6880	0.5652	0.5976	0.6718	0.6024	0.5710
2	0.6798	0.5851	0.7146	0.6694	0.6024	0.6996
3	0.6513	0.6059	0.7846	0.5917	0.7047	0.7756
4	0.6097	0.6685	0.8035	0.5565	0.7329	0.7921
5	0.5904	0.6863	0.8088	0.6307	0.6588	0.7891
6	0.5686	0.7065	0.8160	0.5981	0.6929	0.7927
7	0.5611	0.7159	0.8239	0.5544	0.7412	0.8051
8	0.5598	0.7162	0.8258	0.5922	0.7341	0.8038
9	0.5425	0.7249	0.8283	0.5449	0.7459	0.8063
10	0.5522	0.7202	0.8339	0.5515	0.7388	0.8152
11	0.5394	0.7246	0.8378	0.5684	0.7529	0.8126
12	0.5335	0.7293	0.8347	0.6070	0.6988	0.8034
13	0.5447	0.7216	0.8378	0.6026	0.6988	0.8062
14	0.5270	0.7384	0.8439	0.5813	0.7271	0.8087
15	0.5373	0.7347	0.8471	0.5732	0.7529	0.8160
