epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6843	0.5490	0.6559	0.6653	0.5898	0.6542
2	0.6669	0.5824	0.6705	0.6512	0.6183	0.6588
3	0.6612	0.5916	0.6873	0.6462	0.6076	0.6602
4	0.6485	0.6103	0.6972	0.6423	0.6195	0.6705
5	0.6397	0.6304	0.7048	0.6413	0.6005	0.6656
6	0.6320	0.6321	0.6938	0.6584	0.6064	0.6591
7	0.6298	0.6307	0.7203	0.6485	0.6064	0.6594
8	0.6250	0.6416	0.7223	0.6404	0.6017	0.6636
9	0.6204	0.6426	0.7329	0.6538	0.5838	0.6481
10	0.6171	0.6552	0.7320	0.6609	0.6005	0.6600
11	0.6103	0.6545	0.7517	0.6597	0.6112	0.6486
12	0.6023	0.6664	0.7626	0.6575	0.5933	0.6510
13	0.6017	0.6688	0.7689	0.6523	0.6005	0.6556
14	0.5949	0.6749	0.7638	0.6653	0.5910	0.6493
15	0.5892	0.6746	0.7847	0.6593	0.6076	0.6480
