epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7168	0.5037	0.5062	0.6952	0.4800	0.4978
2	0.6949	0.5000	0.5132	0.6952	0.4800	0.5570
3	0.6947	0.5007	0.4998	0.6967	0.4800	0.5048
4	0.6934	0.5125	0.5010	0.6965	0.4800	0.4919
5	0.6930	0.5044	0.5079	0.6963	0.4800	0.5428
6	0.6937	0.4983	0.5083	0.6950	0.4800	0.5100
7	0.6921	0.5061	0.5406	0.6949	0.4800	0.5927
8	0.6938	0.5159	0.5504	0.6950	0.4800	0.5713
9	0.6913	0.5260	0.5612	0.6956	0.4800	0.6261
10	0.6904	0.5297	0.5821	0.6959	0.4800	0.6237
11	0.6891	0.5432	0.5966	0.6977	0.4800	0.6443
12	0.6876	0.5534	0.5833	0.6985	0.4800	0.6017
13	0.6871	0.5395	0.6070	0.6995	0.4800	0.6247
14	0.6862	0.5557	0.6264	0.6974	0.4800	0.6368
15	0.6845	0.5649	0.6173	0.6967	0.4812	0.6404
