epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6889	0.5419	0.6091	0.6714	0.5967	0.6282
2	0.6724	0.5736	0.6902	0.6407	0.6439	0.6930
3	0.6592	0.6032	0.6998	0.6278	0.6450	0.7028
4	0.6418	0.6275	0.7137	0.6231	0.6627	0.7074
5	0.6407	0.6396	0.7142	0.6308	0.6380	0.7021
6	0.6266	0.6534	0.7194	0.6277	0.6580	0.7073
7	0.6282	0.6511	0.7193	0.6425	0.6344	0.6898
8	0.6294	0.6511	0.7324	0.6375	0.6403	0.6957
9	0.6204	0.6615	0.7511	0.6371	0.6498	0.6973
10	0.6163	0.6635	0.7480	0.6429	0.6285	0.7068
11	0.6109	0.6713	0.7646	0.6355	0.6486	0.6922
12	0.6013	0.6787	0.7704	0.6328	0.6521	0.7040
13	0.5970	0.6800	0.7659	0.6285	0.6415	0.7074
14	0.5901	0.6915	0.7790	0.6304	0.6450	0.7034
15	0.5818	0.6942	0.8071	0.6542	0.6167	0.6852
