epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6928	0.4830	0.5563	0.7523	0.3327	0.4519
2	0.6891	0.5366	0.6414	0.6986	0.4353	0.4689
3	0.6797	0.5707	0.6657	0.7797	0.3507	0.4306
4	0.6746	0.5877	0.6929	0.7793	0.3705	0.4400
5	0.6633	0.6165	0.7014	0.7022	0.5198	0.4664
6	0.6478	0.6204	0.7267	0.8146	0.3921	0.4518
7	0.6319	0.6387	0.7334	0.7309	0.5072	0.4699
8	0.6362	0.6296	0.7588	0.8130	0.4047	0.4588
9	0.6114	0.6688	0.7732	0.8588	0.3777	0.4408
10	0.6062	0.6662	0.7861	0.7436	0.4694	0.4724
11	0.5909	0.6741	0.7909	0.7616	0.4982	0.4814
12	0.5643	0.6976	0.8067	0.8172	0.4838	0.4545
13	0.5804	0.6924	0.8395	0.8342	0.4335	0.4731
14	0.5574	0.7107	0.8459	0.8459	0.4478	0.4680
15	0.5580	0.7081	0.8368	0.7904	0.5090	0.5126
