epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.5819	0.6937	0.7549	0.6867	0.7635	0.8443
2	0.4955	0.7700	0.8283	0.6842	0.7682	0.8513
3	0.4741	0.7838	0.8457	0.6768	0.7847	0.8581
4	0.4456	0.8006	0.8632	0.6681	0.7765	0.8545
5	0.4299	0.8077	0.8723	0.6647	0.7753	0.8540
6	0.4150	0.8191	0.8802	0.6664	0.7682	0.8492
7	0.3979	0.8245	0.8924	0.6674	0.7706	0.8519
8	0.3889	0.8403	0.8963	0.6673	0.7682	0.8508
9	0.3721	0.8436	0.9053	0.6672	0.7718	0.8445
10	0.3655	0.8521	0.9083	0.6680	0.7706	0.8473
11	0.3581	0.8547	0.9112	0.6664	0.7706	0.8464
12	0.3609	0.8547	0.9083	0.6685	0.7694	0.8472
13	0.3543	0.8584	0.9126	0.6696	0.7682	0.8457
14	0.3572	0.8544	0.9097	0.6691	0.7694	0.8462
15	0.3543	0.8541	0.9133	0.6693	0.7694	0.8460
