epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6754	0.5871	0.6712	0.6634	0.6344	0.6700
2	0.6661	0.6093	0.7003	0.6705	0.5731	0.6736
3	0.6622	0.6234	0.7179	0.6717	0.6215	0.6676
4	0.6527	0.6282	0.7295	0.6674	0.5967	0.6725
5	0.6460	0.6288	0.7423	0.6649	0.6132	0.6708
6	0.6448	0.6369	0.7386	0.6605	0.6108	0.6790
7	0.6329	0.6447	0.7665	0.6692	0.6215	0.6563
8	0.6389	0.6379	0.7730	0.6648	0.5979	0.6577
9	0.6345	0.6396	0.7709	0.6604	0.5943	0.6630
10	0.6261	0.6585	0.7871	0.6650	0.6203	0.6536
11	0.6231	0.6548	0.7898	0.6592	0.5991	0.6542
12	0.6112	0.6659	0.8018	0.6639	0.5991	0.6435
13	0.6133	0.6655	0.8020	0.6665	0.6144	0.6547
14	0.6085	0.6713	0.8081	0.6606	0.6179	0.6588
15	0.6019	0.6716	0.8217	0.6627	0.5979	0.6437
