epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6888	0.5259	0.6506	0.6585	0.5898	0.6607
2	0.6690	0.5854	0.6743	0.6558	0.6100	0.6633
3	0.6489	0.6065	0.6803	0.6480	0.5922	0.6507
4	0.6460	0.6052	0.7034	0.6454	0.6171	0.6748
5	0.6391	0.6276	0.7054	0.6508	0.6088	0.6491
6	0.6355	0.6314	0.7087	0.6436	0.6112	0.6650
7	0.6251	0.6372	0.7295	0.6357	0.6171	0.6767
8	0.6253	0.6433	0.7439	0.6456	0.6159	0.6661
9	0.6134	0.6552	0.7503	0.6673	0.5993	0.6530
10	0.6085	0.6545	0.7580	0.6698	0.6254	0.6614
11	0.6009	0.6746	0.7565	0.6799	0.5898	0.6318
12	0.5939	0.6760	0.7790	0.6593	0.6171	0.6575
13	0.5913	0.6749	0.8029	0.6733	0.6029	0.6443
14	0.5841	0.6886	0.8007	0.6914	0.5969	0.6531
15	0.5676	0.7035	0.7894	0.6914	0.5862	0.6452
