epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7207	0.5488	0.5739	0.6785	0.6024	0.5846
2	0.6766	0.5847	0.6484	0.6818	0.6024	0.6613
3	0.6583	0.5952	0.6947	0.7022	0.4118	0.6874
4	0.6410	0.6335	0.7172	0.7000	0.4718	0.6987
5	0.6254	0.6523	0.7373	0.6906	0.5153	0.7044
6	0.6260	0.6516	0.7532	0.6837	0.5412	0.7193
7	0.6146	0.6732	0.7622	0.7014	0.4765	0.7067
8	0.6125	0.6745	0.7731	0.6914	0.5082	0.7138
9	0.6083	0.6826	0.7826	0.6760	0.5624	0.7165
10	0.6041	0.6822	0.7902	0.7018	0.4906	0.7055
11	0.5867	0.6907	0.7992	0.6957	0.5106	0.7068
12	0.5947	0.6950	0.8104	0.6880	0.5435	0.7091
13	0.5795	0.7058	0.8174	0.7142	0.4847	0.7135
14	0.5692	0.7098	0.8169	0.6712	0.5647	0.7149
15	0.5745	0.7105	0.8316	0.6978	0.5235	0.7109
