epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7060	0.5183	0.7440	0.6524	0.6365	0.6750
2	0.6443	0.6270	0.7885	0.6240	0.6706	0.7164
3	0.6240	0.6420	0.8235	0.6256	0.6647	0.7026
4	0.5908	0.6802	0.8604	0.6235	0.6518	0.6904
5	0.5492	0.7082	0.8803	0.6436	0.6506	0.6828
6	0.5343	0.7224	0.9027	0.6653	0.6353	0.6634
7	0.5183	0.7325	0.9181	0.6768	0.6435	0.6673
8	0.4905	0.7504	0.9301	0.7005	0.6271	0.6540
9	0.4741	0.7654	0.9395	0.7293	0.6271	0.6541
10	0.4585	0.7776	0.9478	0.7323	0.6329	0.6479
11	0.4536	0.7727	0.9515	0.7517	0.6165	0.6527
12	0.4267	0.7991	0.9586	0.7742	0.6200	0.6557
13	0.4092	0.8007	0.9653	0.7851	0.6388	0.6520
14	0.4122	0.8084	0.9685	0.8012	0.6224	0.6590
15	0.3968	0.8105	0.9729	0.8055	0.6271	0.6577
