epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7032	0.5163	0.6178	0.6914	0.5161	0.5538
2	0.6901	0.5439	0.6447	0.6874	0.5672	0.5853
3	0.6888	0.5432	0.6744	0.6839	0.5493	0.5950
4	0.6850	0.5463	0.6937	0.6822	0.5434	0.5942
5	0.6808	0.5497	0.7107	0.6781	0.5363	0.6084
6	0.6618	0.5946	0.7037	0.6693	0.5719	0.6185
7	0.6724	0.5854	0.7297	0.6695	0.5719	0.6353
8	0.6632	0.5953	0.7391	0.6718	0.5577	0.6282
9	0.6554	0.5987	0.7513	0.6642	0.5731	0.6350
10	0.6456	0.6157	0.7585	0.6566	0.6124	0.6491
11	0.6510	0.6120	0.7729	0.6619	0.5862	0.6465
12	0.6386	0.6283	0.7750	0.6591	0.6112	0.6413
13	0.6350	0.6276	0.7840	0.6662	0.5731	0.6331
14	0.6277	0.6436	0.7847	0.6614	0.5933	0.6353
15	0.6346	0.6348	0.7955	0.6583	0.6100	0.6474
