epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.6939	0.5079	0.5612	0.6818	0.5625	0.6062
2	0.6913	0.5245	0.5753	0.6877	0.5307	0.6045
3	0.6890	0.5356	0.5796	0.6839	0.5554	0.5984
4	0.6884	0.5436	0.6025	0.6814	0.5566	0.6007
5	0.6853	0.5572	0.6021	0.6729	0.5719	0.6029
6	0.6790	0.5734	0.6404	0.6638	0.6026	0.6407
7	0.6698	0.6001	0.6149	0.6882	0.5849	0.5755
8	0.6703	0.5925	0.6516	0.6535	0.6274	0.6623
9	0.6656	0.6015	0.6793	0.6613	0.6038	0.6606
10	0.6594	0.6123	0.6854	0.6539	0.6038	0.6588
11	0.6522	0.6285	0.6996	0.6526	0.6085	0.6636
12	0.6497	0.6231	0.7154	0.6517	0.6108	0.6584
13	0.6410	0.6325	0.7227	0.6600	0.6002	0.6513
14	0.6350	0.6397	0.7452	0.6587	0.6097	0.6445
15	0.6305	0.6411	0.7541	0.6606	0.5979	0.6498
