epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7023	0.4889	0.4955	0.8149	0.3957	0.5274
2	0.6952	0.5234	0.5209	0.8142	0.4029	0.5284
3	0.7010	0.4704	0.4882	0.8135	0.4101	0.5303
4	0.6969	0.5160	0.5149	0.8130	0.4155	0.5302
5	0.6931	0.5431	0.5333	0.8126	0.4335	0.5326
6	0.6981	0.5135	0.5093	0.8122	0.4353	0.5303
7	0.6961	0.5135	0.5181	0.8119	0.4550	0.5328
8	0.6937	0.5148	0.5356	0.8117	0.4622	0.5313
9	0.6895	0.5283	0.5550	0.8116	0.4568	0.5313
10	0.6955	0.5135	0.5211	0.8114	0.4694	0.5341
11	0.6994	0.5012	0.4956	0.8113	0.4586	0.5322
12	0.6979	0.5111	0.5073	0.8113	0.4658	0.5349
13	0.6977	0.5135	0.5095	0.8113	0.4658	0.5358
14	0.6922	0.5345	0.5417	0.8113	0.4676	0.5342
15	0.7003	0.4963	0.4996	0.8113	0.4658	0.5344
