epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7658	0.5228	0.6120	0.6878	0.5375	0.5702
2	0.6945	0.5459	0.6620	0.6930	0.5006	0.5956
3	0.6868	0.5483	0.6704	0.6813	0.5636	0.5961
4	0.6816	0.5681	0.7160	0.6788	0.5981	0.6091
5	0.6675	0.5990	0.7353	0.6712	0.5898	0.6145
6	0.6601	0.6052	0.7541	0.6669	0.6076	0.6231
7	0.6539	0.6208	0.7726	0.6682	0.5933	0.6314
8	0.6509	0.6174	0.7930	0.6622	0.5922	0.6385
9	0.6450	0.6195	0.8013	0.6579	0.5850	0.6407
10	0.6335	0.6440	0.8136	0.6558	0.5815	0.6401
11	0.6288	0.6498	0.8348	0.6552	0.6029	0.6457
12	0.6215	0.6443	0.8271	0.6565	0.5981	0.6414
13	0.6076	0.6678	0.8467	0.6507	0.6029	0.6484
14	0.6180	0.6525	0.8535	0.6556	0.5969	0.6455
15	0.6159	0.6562	0.8638	0.6509	0.5838	0.6469
