epoch	train_loss	train_acc	train_auc	val_loss	val_acc	val_auc
1	0.7377	0.5794	0.7413	0.6385	0.6741	0.7345
2	0.6324	0.6406	0.7714	0.6074	0.6824	0.7502
3	0.6066	0.6627	0.7917	0.5919	0.7012	0.7572
4	0.5926	0.6782	0.8043	0.5834	0.7129	0.7643
5	0.5881	0.6866	0.8194	0.5979	0.7176	0.7686
6	0.5759	0.6991	0.8312	0.5843	0.7271	0.7729
7	0.5634	0.7132	0.8392	0.5717	0.7141	0.7750
8	0.5650	0.7088	0.8488	0.5702	0.7224	0.7798
9	0.5507	0.7283	0.8547	0.5585	0.7188	0.7834
10	0.5507	0.7223	0.8632	0.5702	0.7165	0.7806
11	0.5402	0.7310	0.8740	0.5764	0.7094	0.7837
12	0.5346	0.7344	0.8774	0.5511	0.7235	0.7907
13	0.5311	0.7276	0.8832	0.5526	0.7176	0.7888
14	0.5210	0.7492	0.8849	0.5501	0.7176	0.7913
15	0.5165	0.7451	0.8921	0.5511	0.7259	0.7880
